GID_2,GID_0,COUNTRY,GID_1,NAME_1,NL_NAME_1,NAME_2,VARNAME_2,NL_NAME_2,TYPE_2,ENGTYPE_2,CC_2,HASC_2
POL.1.1_1,POL,Poland,POL.1_1,Dolnośląskie,NA,Bolesławiec,NA,NA,Powiat,County,201,NA
POL.1.2_1,POL,Poland,POL.1_1,Dolnośląskie,NA,Dzierżoniów,NA,NA,Powiat,County,202,NA
POL.1.3_1,POL,Poland,POL.1_1,Dolnośląskie,NA,Głogów,NA,NA,Powiat,County,203,NA
POL.1.4_1,POL,Poland,POL.1_1,Dolnośląskie,NA,Góra,NA,NA,Powiat,County,204,NA
POL.1.5_1,POL,Poland,POL.1_1,Dolnośląskie,NA,Jawor,NA,NA,Powiat,County,205,NA
POL.1.7_1,POL,Poland,POL.1_1,Dolnośląskie,NA,JeleniaGóra,NA,NA,Powiat,County,206,NA
POL.1.6_1,POL,Poland,POL.1_1,Dolnośląskie,NA,JeleniaGóra(City),NA,NA,Miastonaprawachpowiatu,Citywithpowiatrights,206,NA
POL.1.8_1,POL,Poland,POL.1_1,Dolnośląskie,NA,KamiennaGóra,NA,NA,Powiat,County,207,NA
POL.1.9_1,POL,Poland,POL.1_1,Dolnośląskie,NA,Kłodzko,NA,NA,Powiat,County,208,NA
POL.1.11_1,POL,Poland,POL.1_1,Dolnośląskie,NA,Legnica,NA,NA,Powiat,County,209,NA
POL.1.10_1,POL,Poland,POL.1_1,Dolnośląskie,NA,Legnica(City),NA,NA,Miastonaprawachpowiatu,Citywithpowiatrights,209,NA
POL.1.12_1,POL,Poland,POL.1_1,Dolnośląskie,NA,Lubań,NA,NA,Powiat,County,210,NA
POL.1.13_1,POL,Poland,POL.1_1,Dolnośląskie,NA,Lubiń,NA,NA,Powiat,County,211,NA
POL.1.14_1,POL,Poland,POL.1_1,Dolnośląskie,NA,LwówekŚląski,NA,NA,Powiat,County,212,NA
POL.1.15_1,POL,Poland,POL.1_1,Dolnośląskie,NA,Milicz,NA,NA,Powiat,County,213,NA
POL.1.16_1,POL,Poland,POL.1_1,Dolnośląskie,NA,Oława,NA,NA,Powiat,County,215,NA
POL.1.17_1,POL,Poland,POL.1_1,Dolnośląskie,NA,Oleśnica,NA,NA,Powiat,County,214,NA
POL.1.18_1,POL,Poland,POL.1_1,Dolnośląskie,NA,Polkowice,NA,NA,Powiat,County,216,NA
POL.1.19_1,POL,Poland,POL.1_1,Dolnośląskie,NA,ŚrodaŚląska,NA,NA,Powiat,County,218,NA
POL.1.20_1,POL,Poland,POL.1_1,Dolnośląskie,NA,Strzelin,NA,NA,Powiat,County,217,NA
POL.1.21_1,POL,Poland,POL.1_1,Dolnośląskie,NA,Świdnica,NA,NA,Powiat,County,219,NA
POL.1.22_1,POL,Poland,POL.1_1,Dolnośląskie,NA,Trzebnica,NA,NA,Powiat,County,220,NA
POL.1.23_1,POL,Poland,POL.1_1,Dolnośląskie,NA,Wałbrzych,NA,NA,Powiat,County,221,NA
POL.1.24_1,POL,Poland,POL.1_1,Dolnośląskie,NA,Wołów,NA,NA,Powiat,County,222,NA
POL.1.26_1,POL,Poland,POL.1_1,Dolnośląskie,NA,Wrocław,NA,NA,Powiat,County,223,NA
POL.1.25_1,POL,Poland,POL.1_1,Dolnośląskie,NA,Wrocław(City),NA,NA,Miastonaprawachpowiatu,Citywithpowiatrights,223,NA
POL.1.27_1,POL,Poland,POL.1_1,Dolnośląskie,NA,ZąbkowiceŚląskie,NA,NA,Powiat,County,224,NA
POL.1.28_1,POL,Poland,POL.1_1,Dolnośląskie,NA,Zgorzelec,NA,NA,Powiat,County,225,NA
POL.1.29_1,POL,Poland,POL.1_1,Dolnośląskie,NA,Złotoryja,NA,NA,Powiat,County,226,NA
POL.2.1_1,POL,Poland,POL.2_1,Kujawsko-Pomorskie,NA,Aleksandrów,NA,NA,Powiat,County,401,NA
POL.2.2_1,POL,Poland,POL.2_1,Kujawsko-Pomorskie,NA,Brodnica,NA,NA,Powiat,County,402,NA
POL.2.4_1,POL,Poland,POL.2_1,Kujawsko-Pomorskie,NA,Bydgoszcz,NA,NA,Powiat,County,403,NA
POL.2.3_1,POL,Poland,POL.2_1,Kujawsko-Pomorskie,NA,Bydgoszcz(City),NA,NA,Miastonaprawachpowiatu,Citywithpowiatrights,403,NA
POL.2.5_1,POL,Poland,POL.2_1,Kujawsko-Pomorskie,NA,Chełmno,NA,NA,Powiat,County,404,NA
POL.2.6_1,POL,Poland,POL.2_1,Kujawsko-Pomorskie,NA,Golub-Dobrzyń,NA,NA,Powiat,County,405,NA
POL.2.8_1,POL,Poland,POL.2_1,Kujawsko-Pomorskie,NA,Grudziądz,NA,NA,Powiat,County,406,NA
POL.2.7_1,POL,Poland,POL.2_1,Kujawsko-Pomorskie,NA,Grudziądz(City),NA,NA,Miastonaprawachpowiatu,Citywithpowiatrights,462,NA
POL.2.9_1,POL,Poland,POL.2_1,Kujawsko-Pomorskie,NA,Inowrocław,NA,NA,Powiat,County,407,NA
POL.2.10_1,POL,Poland,POL.2_1,Kujawsko-Pomorskie,NA,Lipno,NA,NA,Powiat,County,408,NA
POL.2.11_1,POL,Poland,POL.2_1,Kujawsko-Pomorskie,NA,Mogilno,NA,NA,Powiat,County,409,NA
POL.2.12_1,POL,Poland,POL.2_1,Kujawsko-Pomorskie,NA,Nakło,NA,NA,Powiat,County,410,NA
POL.2.13_1,POL,Poland,POL.2_1,Kujawsko-Pomorskie,NA,Radziejów,NA,NA,Powiat,County,411,NA
POL.2.14_1,POL,Poland,POL.2_1,Kujawsko-Pomorskie,NA,Rypin,NA,NA,Powiat,County,412,NA
POL.2.15_1,POL,Poland,POL.2_1,Kujawsko-Pomorskie,NA,Sępólno,NA,NA,Powiat,County,413,NA
POL.2.16_1,POL,Poland,POL.2_1,Kujawsko-Pomorskie,NA,Świecie,NA,NA,Powiat,County,414,NA
POL.2.18_1,POL,Poland,POL.2_1,Kujawsko-Pomorskie,NA,Toruń,NA,NA,Powiat,County,415,NA
POL.2.17_1,POL,Poland,POL.2_1,Kujawsko-Pomorskie,NA,Toruń(City),NA,NA,Miastonaprawachpowiatu,Citywithpowiatrights,463,NA
POL.2.19_1,POL,Poland,POL.2_1,Kujawsko-Pomorskie,NA,Tuchola,NA,NA,Powiat,County,416,NA
POL.2.20_1,POL,Poland,POL.2_1,Kujawsko-Pomorskie,NA,Wąbrzeźno,NA,NA,Powiat,County,417,NA
POL.2.22_1,POL,Poland,POL.2_1,Kujawsko-Pomorskie,NA,Włocławek,NA,NA,Powiat,County,418,NA
POL.2.21_1,POL,Poland,POL.2_1,Kujawsko-Pomorskie,NA,Włocławek(City),NA,NA,Miastonaprawachpowiatu,Citywithpowiatrights,464,NA
POL.2.23_1,POL,Poland,POL.2_1,Kujawsko-Pomorskie,NA,Żnin,NA,NA,Powiat,County,419,NA
POL.3.1_1,POL,Poland,POL.3_1,Łódzkie,NA,Bełchatów,NA,NA,Powiat,County,1001,NA
POL.3.2_1,POL,Poland,POL.3_1,Łódzkie,NA,Brzeziny,NA,NA,Powiat,County,1021,NA
POL.3.3_1,POL,Poland,POL.3_1,Łódzkie,NA,Kutno,NA,NA,Powiat,County,1002,NA
POL.3.4_1,POL,Poland,POL.3_1,Łódzkie,NA,Łask,NA,NA,Powiat,County,1003,NA
POL.3.5_1,POL,Poland,POL.3_1,Łódzkie,NA,Łęczyca,NA,NA,Powiat,County,1004,NA
POL.3.7_1,POL,Poland,POL.3_1,Łódzkie,NA,Łódź,NA,NA,Miastonaprawachpowiatu,Citywithpowiatrights,1061,NA
POL.3.6_1,POL,Poland,POL.3_1,Łódzkie,NA,ŁódzkiWschodni,NA,NA,Powiat,County,1006,NA
POL.3.8_1,POL,Poland,POL.3_1,Łódzkie,NA,Łowicz,NA,NA,Powiat,County,1005,NA
POL.3.9_1,POL,Poland,POL.3_1,Łódzkie,NA,Opoczno,NA,NA,Powiat,County,1007,NA
POL.3.10_1,POL,Poland,POL.3_1,Łódzkie,NA,Pabianice,NA,NA,Powiat,County,1008,NA
POL.3.11_1,POL,Poland,POL.3_1,Łódzkie,NA,Pajęczno,NA,NA,Powiat,County,1009,NA
POL.3.13_1,POL,Poland,POL.3_1,Łódzkie,NA,Piotrków,NA,NA,Powiat,County,1010,NA
POL.3.12_1,POL,Poland,POL.3_1,Łódzkie,NA,PiotrkówTrybunalski,NA,NA,Miastonaprawachpowiatu,Citywithpowiatrights,1062,NA
POL.3.14_1,POL,Poland,POL.3_1,Łódzkie,NA,Poddębice,NA,NA,Powiat,County,1011,NA
POL.3.15_1,POL,Poland,POL.3_1,Łódzkie,NA,Radomsko,NA,NA,Powiat,County,1012,NA
POL.3.16_1,POL,Poland,POL.3_1,Łódzkie,NA,Rawa,NA,NA,Powiat,County,1013,NA
POL.3.17_1,POL,Poland,POL.3_1,Łódzkie,NA,Sieradz,NA,NA,Powiat,County,1014,NA
POL.3.19_1,POL,Poland,POL.3_1,Łódzkie,NA,Skierniewice,NA,NA,Powiat,County,1015,NA
POL.3.18_1,POL,Poland,POL.3_1,Łódzkie,NA,Skierniewice(City),NA,NA,Miastonaprawachpowiatu,Citywithpowiatrights,1063,NA
POL.3.20_1,POL,Poland,POL.3_1,Łódzkie,NA,TomaszówMazowiecki,NA,NA,Powiat,County,1016,NA
POL.3.21_1,POL,Poland,POL.3_1,Łódzkie,NA,Wieluń,NA,NA,Powiat,County,1017,NA
POL.3.22_1,POL,Poland,POL.3_1,Łódzkie,NA,Wieruszów,NA,NA,Powiat,County,1018,NA
POL.3.23_1,POL,Poland,POL.3_1,Łódzkie,NA,ZduńskaWola,NA,NA,Powiat,County,1019,NA
POL.3.24_1,POL,Poland,POL.3_1,Łódzkie,NA,Zgierz,NA,NA,Powiat,County,1020,NA
POL.4.2_1,POL,Poland,POL.4_1,Lubelskie,NA,BiałaPodlaska,NA,NA,Powiat,County,601,NA
POL.4.1_1,POL,Poland,POL.4_1,Lubelskie,NA,BiałaPodlaska(City),NA,NA,Miastonaprawachpowiatu,Citywithpowiatrights,661,NA
POL.4.3_1,POL,Poland,POL.4_1,Lubelskie,NA,Biłgoraj,NA,NA,Powiat,County,602,NA
POL.4.5_1,POL,Poland,POL.4_1,Lubelskie,NA,Chełm,NA,NA,Powiat,County,603,NA
POL.4.4_1,POL,Poland,POL.4_1,Lubelskie,NA,Chełm(City),NA,NA,Miastonaprawachpowiatu,Citywithpowiatrights,662,NA
POL.4.6_1,POL,Poland,POL.4_1,Lubelskie,NA,Hrubieszów,NA,NA,Powiat,County,604,NA
POL.4.7_1,POL,Poland,POL.4_1,Lubelskie,NA,JanówLubelski,NA,NA,Powiat,County,605,NA
POL.4.8_1,POL,Poland,POL.4_1,Lubelskie,NA,Kraśnik,NA,NA,Powiat,County,607,NA
POL.4.9_1,POL,Poland,POL.4_1,Lubelskie,NA,Krasnystaw,NA,NA,Powiat,County,606,NA
POL.4.10_1,POL,Poland,POL.4_1,Lubelskie,NA,Łęczna,NA,NA,Powiat,County,610,NA
POL.4.11_1,POL,Poland,POL.4_1,Lubelskie,NA,Lubartów,NA,NA,Powiat,County,608,NA
POL.4.13_1,POL,Poland,POL.4_1,Lubelskie,NA,Lublin,NA,NA,Powiat,County,609,NA
POL.4.12_1,POL,Poland,POL.4_1,Lubelskie,NA,Lublin(City),NA,NA,Miastonaprawachpowiatu,Citywithpowiatrights,663,NA
POL.4.14_1,POL,Poland,POL.4_1,Lubelskie,NA,Łuków,NA,NA,Powiat,County,611,NA
POL.4.15_1,POL,Poland,POL.4_1,Lubelskie,NA,OpoleLubelskie,NA,NA,Powiat,County,612,NA
POL.4.16_1,POL,Poland,POL.4_1,Lubelskie,NA,Parczew,NA,NA,Powiat,County,613,NA
POL.4.17_1,POL,Poland,POL.4_1,Lubelskie,NA,Puławy,NA,NA,Powiat,County,614,NA
POL.4.18_1,POL,Poland,POL.4_1,Lubelskie,NA,RadzyńPodlaski,NA,NA,Powiat,County,615,NA
POL.4.19_1,POL,Poland,POL.4_1,Lubelskie,NA,Ryki,NA,NA,Powiat,County,616,NA
POL.4.20_1,POL,Poland,POL.4_1,Lubelskie,NA,Świdnik,NA,NA,Powiat,County,617,NA
POL.4.21_1,POL,Poland,POL.4_1,Lubelskie,NA,TomaszówLubelski,NA,NA,Powiat,County,618,NA
POL.4.22_1,POL,Poland,POL.4_1,Lubelskie,NA,Włodawa,NA,NA,Powiat,County,619,NA
POL.4.24_1,POL,Poland,POL.4_1,Lubelskie,NA,Zamość,NA,NA,Powiat,County,620,NA
POL.4.23_1,POL,Poland,POL.4_1,Lubelskie,NA,Zamość(City),NA,NA,Miastonaprawachpowiatu,Citywithpowiatrights,664,NA
POL.5.2_1,POL,Poland,POL.5_1,Lubuskie,NA,Gorzów,NA,NA,Powiat,County,801,NA
POL.5.1_1,POL,Poland,POL.5_1,Lubuskie,NA,GorzówWielkopolski,NA,NA,Miastonaprawachpowiatu,Citywithpowiatrights,861,NA
POL.5.3_1,POL,Poland,POL.5_1,Lubuskie,NA,KrosnoOdrzańskie,NA,NA,Powiat,County,802,NA
POL.5.4_1,POL,Poland,POL.5_1,Lubuskie,NA,Międzyrzecz,NA,NA,Powiat,County,803,NA
POL.5.5_1,POL,Poland,POL.5_1,Lubuskie,NA,NowaSól,NA,NA,Powiat,County,804,NA
POL.5.6_1,POL,Poland,POL.5_1,Lubuskie,NA,Słubice,NA,NA,Powiat,County,805,NA
POL.5.7_1,POL,Poland,POL.5_1,Lubuskie,NA,Strzelce-Drezdenko,NA,NA,Powiat,County,806,NA
POL.5.8_1,POL,Poland,POL.5_1,Lubuskie,NA,Sulęcin,NA,NA,Powiat,County,807,NA
POL.5.9_1,POL,Poland,POL.5_1,Lubuskie,NA,Świebodzin,NA,NA,Powiat,County,808,NA
POL.5.10_1,POL,Poland,POL.5_1,Lubuskie,NA,Wschowa,NA,NA,Powiat,County,812,NA
POL.5.11_1,POL,Poland,POL.5_1,Lubuskie,NA,Żagań,NA,NA,Powiat,County,810,NA
POL.5.12_1,POL,Poland,POL.5_1,Lubuskie,NA,Żary,NA,NA,Powiat,County,811,NA
POL.5.14_1,POL,Poland,POL.5_1,Lubuskie,NA,ZielonaGóra,NA,NA,Powiat,County,809,NA
POL.5.13_1,POL,Poland,POL.5_1,Lubuskie,NA,ZielonaGóra(City),NA,NA,Miastonaprawachpowiatu,Citywithpowiatrights,862,NA
POL.6.1_1,POL,Poland,POL.6_1,Małopolskie,NA,Bochnia,NA,NA,Powiat,County,1201,NA
POL.6.2_1,POL,Poland,POL.6_1,Małopolskie,NA,Brzesko,NA,NA,Powiat,County,1202,NA
POL.6.3_1,POL,Poland,POL.6_1,Małopolskie,NA,Chrzanów,NA,NA,Powiat,County,1203,NA
POL.6.4_1,POL,Poland,POL.6_1,Małopolskie,NA,Dąbrowa,NA,NA,Powiat,County,1204,NA
POL.6.5_1,POL,Poland,POL.6_1,Małopolskie,NA,Gorlice,NA,NA,Powiat,County,1205,NA
POL.6.7_1,POL,Poland,POL.6_1,Małopolskie,NA,Kraków,NA,NA,Powiat,County,1206,NA
POL.6.6_1,POL,Poland,POL.6_1,Małopolskie,NA,Kraków(City),NA,NA,Miastonaprawachpowiatu,Citywithpowiatrights,1261,NA
POL.6.8_1,POL,Poland,POL.6_1,Małopolskie,NA,Limanowa,NA,NA,Powiat,County,1207,NA
POL.6.9_1,POL,Poland,POL.6_1,Małopolskie,NA,Miechów,NA,NA,Powiat,County,1208,NA
POL.6.10_1,POL,Poland,POL.6_1,Małopolskie,NA,Myślenice,NA,NA,Powiat,County,1209,NA
POL.6.12_1,POL,Poland,POL.6_1,Małopolskie,NA,NowySącz,NA,NA,Powiat,County,1210,NA
POL.6.11_1,POL,Poland,POL.6_1,Małopolskie,NA,NowySącz(City),NA,NA,Miastonaprawachpowiatu,Citywithpowiatrights,1262,NA
POL.6.13_1,POL,Poland,POL.6_1,Małopolskie,NA,NowyTarg,NA,NA,Powiat,County,1211,NA
POL.6.14_1,POL,Poland,POL.6_1,Małopolskie,NA,Olkusz,NA,NA,Powiat,County,1212,NA
POL.6.15_1,POL,Poland,POL.6_1,Małopolskie,NA,Oświęcim,NA,NA,Powiat,County,1213,NA
POL.6.16_1,POL,Poland,POL.6_1,Małopolskie,NA,Proszowice,NA,NA,Powiat,County,1214,NA
POL.6.17_1,POL,Poland,POL.6_1,Małopolskie,NA,Sucha,NA,NA,Powiat,County,1215,NA
POL.6.19_1,POL,Poland,POL.6_1,Małopolskie,NA,Tarnów,NA,NA,Powiat,County,1216,NA
POL.6.18_1,POL,Poland,POL.6_1,Małopolskie,NA,Tarnów(City),NA,NA,Miastonaprawachpowiatu,Citywithpowiatrights,1263,NA
POL.6.20_1,POL,Poland,POL.6_1,Małopolskie,NA,Tatra,NA,NA,Powiat,County,1217,NA
POL.6.21_1,POL,Poland,POL.6_1,Małopolskie,NA,Wadowice,NA,NA,Powiat,County,1218,NA
POL.6.22_1,POL,Poland,POL.6_1,Małopolskie,NA,Wieliczka,NA,NA,Powiat,County,1219,NA
POL.7.1_1,POL,Poland,POL.7_1,Mazowieckie,NA,Białobrzegi,NA,NA,Powiat,County,1401,NA
POL.7.2_1,POL,Poland,POL.7_1,Mazowieckie,NA,Ciechanów,NA,NA,Powiat,County,1402,NA
POL.7.3_1,POL,Poland,POL.7_1,Mazowieckie,NA,Garwolin,NA,NA,Powiat,County,1403,NA
POL.7.4_1,POL,Poland,POL.7_1,Mazowieckie,NA,Gostynin,NA,NA,Powiat,County,1404,NA
POL.7.5_1,POL,Poland,POL.7_1,Mazowieckie,NA,GrodziskMazowiecki,NA,NA,Powiat,County,1405,NA
POL.7.6_1,POL,Poland,POL.7_1,Mazowieckie,NA,Grójec,NA,NA,Powiat,County,1406,NA
POL.7.7_1,POL,Poland,POL.7_1,Mazowieckie,NA,Kozienice,NA,NA,Powiat,County,1407,NA
POL.7.8_1,POL,Poland,POL.7_1,Mazowieckie,NA,Legionowo,NA,NA,Powiat,County,1408,NA
POL.7.9_1,POL,Poland,POL.7_1,Mazowieckie,NA,Lipsko,NA,NA,Powiat,County,1409,NA
POL.7.10_1,POL,Poland,POL.7_1,Mazowieckie,NA,Łosice,NA,NA,Powiat,County,1410,NA
POL.7.11_1,POL,Poland,POL.7_1,Mazowieckie,NA,Maków,NA,NA,Powiat,County,1411,NA
POL.7.12_1,POL,Poland,POL.7_1,Mazowieckie,NA,Mińsk,NA,NA,Powiat,County,1412,NA
POL.7.13_1,POL,Poland,POL.7_1,Mazowieckie,NA,Mława,NA,NA,Powiat,County,1413,NA
POL.7.14_1,POL,Poland,POL.7_1,Mazowieckie,NA,NowyDwórMazowiecki,NA,NA,Powiat,County,1414,NA
POL.7.16_1,POL,Poland,POL.7_1,Mazowieckie,NA,Ostrołęka,NA,NA,Powiat,County,1415,NA
POL.7.15_1,POL,Poland,POL.7_1,Mazowieckie,NA,Ostrołęka(City),NA,NA,Miastonaprawachpowiatu,Citywithpowiatrights,1461,NA
POL.7.17_1,POL,Poland,POL.7_1,Mazowieckie,NA,OstrówMazowiecka,NA,NA,Powiat,County,1416,NA
POL.7.18_1,POL,Poland,POL.7_1,Mazowieckie,NA,Otwock,NA,NA,Powiat,County,1417,NA
POL.7.19_1,POL,Poland,POL.7_1,Mazowieckie,NA,Piaseczno,NA,NA,Powiat,County,1418,NA
POL.7.21_1,POL,Poland,POL.7_1,Mazowieckie,NA,Płock,NA,NA,Powiat,County,1419,NA
POL.7.20_1,POL,Poland,POL.7_1,Mazowieckie,NA,Płock(City),NA,NA,Miastonaprawachpowiatu,Citywithpowiatrights,1462,NA
POL.7.22_1,POL,Poland,POL.7_1,Mazowieckie,NA,Płońsk,NA,NA,Powiat,County,1420,NA
POL.7.23_1,POL,Poland,POL.7_1,Mazowieckie,NA,Pruszków,NA,NA,Powiat,County,1421,NA
POL.7.24_1,POL,Poland,POL.7_1,Mazowieckie,NA,Przasnysz,NA,NA,Powiat,County,1422,NA
POL.7.25_1,POL,Poland,POL.7_1,Mazowieckie,NA,Przysucha,NA,NA,Powiat,County,1423,NA
POL.7.26_1,POL,Poland,POL.7_1,Mazowieckie,NA,Pułtusk,NA,NA,Powiat,County,1424,NA
POL.7.28_1,POL,Poland,POL.7_1,Mazowieckie,NA,Radom,NA,NA,Powiat,County,1425,NA
POL.7.27_1,POL,Poland,POL.7_1,Mazowieckie,NA,Radom(City),NA,NA,Miastonaprawachpowiatu,Citywithpowiatrights,1463,NA
POL.7.30_1,POL,Poland,POL.7_1,Mazowieckie,NA,Siedlce,NA,NA,Powiat,County,1426,NA
POL.7.29_1,POL,Poland,POL.7_1,Mazowieckie,NA,Siedlce(City),NA,NA,Miastonaprawachpowiatu,Citywithpowiatrights,1464,NA
POL.7.31_1,POL,Poland,POL.7_1,Mazowieckie,NA,Sierpc,NA,NA,Powiat,County,1427,NA
POL.7.32_1,POL,Poland,POL.7_1,Mazowieckie,NA,Sochaczew,NA,NA,Powiat,County,1428,NA
POL.7.33_1,POL,Poland,POL.7_1,Mazowieckie,NA,Sokołów,NA,NA,Powiat,County,1429,NA
POL.7.34_1,POL,Poland,POL.7_1,Mazowieckie,NA,Szydłowiec,NA,NA,Powiat,County,1430,NA
POL.7.35_1,POL,Poland,POL.7_1,Mazowieckie,NA,WarszawZachodni,NA,NA,Powiat,County,1432,NA
POL.7.36_1,POL,Poland,POL.7_1,Mazowieckie,NA,Warszawa,NA,NA,Miastonaprawachpowiatu,Citywithpowiatrights,1465,NA
POL.7.37_1,POL,Poland,POL.7_1,Mazowieckie,NA,Węgrów,NA,NA,Powiat,County,1433,NA
POL.7.38_1,POL,Poland,POL.7_1,Mazowieckie,NA,Wołomin,NA,NA,Powiat,County,1434,NA
POL.7.39_1,POL,Poland,POL.7_1,Mazowieckie,NA,Wyszków,NA,NA,Powiat,County,1435,NA
POL.7.40_1,POL,Poland,POL.7_1,Mazowieckie,NA,Żuromin,NA,NA,Powiat,County,1437,NA
POL.7.41_1,POL,Poland,POL.7_1,Mazowieckie,NA,Zwoleń,NA,NA,Powiat,County,1436,NA
POL.7.42_1,POL,Poland,POL.7_1,Mazowieckie,NA,Żyrardów,NA,NA,Powiat,County,1438,NA
POL.8.1_1,POL,Poland,POL.8_1,Opolskie,NA,Brzeg,NA,NA,Powiat,County,1601,NA
POL.8.2_1,POL,Poland,POL.8_1,Opolskie,NA,Głubczyce,NA,NA,Powiat,County,1602,NA
POL.8.3_1,POL,Poland,POL.8_1,Opolskie,NA,Kędzierzyn-Koźle,NA,NA,Powiat,County,1603,NA
POL.8.4_1,POL,Poland,POL.8_1,Opolskie,NA,Kluczbork,NA,NA,Powiat,County,1604,NA
POL.8.5_1,POL,Poland,POL.8_1,Opolskie,NA,Krapkowice,NA,NA,Powiat,County,1605,NA
POL.8.6_1,POL,Poland,POL.8_1,Opolskie,NA,Namysłów,NA,NA,Powiat,County,1606,NA
POL.8.7_1,POL,Poland,POL.8_1,Opolskie,NA,Nysa,NA,NA,Powiat,County,1607,NA
POL.8.8_1,POL,Poland,POL.8_1,Opolskie,NA,Olesno,NA,NA,Powiat,County,1608,NA
POL.8.10_1,POL,Poland,POL.8_1,Opolskie,NA,Opole,NA,NA,Powiat,County,1609,NA
POL.8.9_1,POL,Poland,POL.8_1,Opolskie,NA,Opole(City),NA,NA,Miastonaprawachpowiatu,Citywithpowiatrights,1661,NA
POL.8.11_1,POL,Poland,POL.8_1,Opolskie,NA,Prudnik,NA,NA,Powiat,County,1610,NA
POL.8.12_1,POL,Poland,POL.8_1,Opolskie,NA,Strzelce,NA,NA,Powiat,County,1611,NA
POL.9.1_1,POL,Poland,POL.9_1,Podkarpackie,NA,Bieszczady,NA,NA,Powiat,County,1801,NA
POL.9.2_1,POL,Poland,POL.9_1,Podkarpackie,NA,Brzozów,NA,NA,Powiat,County,1802,NA
POL.9.3_1,POL,Poland,POL.9_1,Podkarpackie,NA,Dębica,NA,NA,Powiat,County,1803,NA
POL.9.4_1,POL,Poland,POL.9_1,Podkarpackie,NA,Jarosław,NA,NA,Powiat,County,1804,NA
POL.9.5_1,POL,Poland,POL.9_1,Podkarpackie,NA,Jasło,NA,NA,Powiat,County,1805,NA
POL.9.6_1,POL,Poland,POL.9_1,Podkarpackie,NA,Kolbuszowa,NA,NA,Powiat,County,1806,NA
